Athlete,Meet Info,Lane_Place,Wind,Date,RT,50m,100m,150m,200m,Time,0-100m,100-200m,Differential,Vel_50m,Vel_100m,Vel_150m,Vel_200m,Vel_0_100m,Vel_100_200m,StrideRate,Source,Ath_Mt_Strd
,,,,RT,,,,,,,,,,,,,,,,,,None_None
"Heard, Floyd (USA) (1966)","Heat 4 - 1996 USA Olympic Trials (Atlanta, GA)",/ 5,0.9 m/s,21-Jun-96,,10.47,20.51,20.51,5.0,5.0,20.51,-15.51,-36.02,9.55,9.96,9.75,9.55,4.88,,,,"Heard, Floyd (USA) (1966)_Heat 4 - 1996 USA Olympic Trials (Atlanta, GA)"
"Heard, Floyd (USA) (1966)","FINAL - 1989 IAAF World Cup (Barcelona, ESP)",/ 2,1.9 m/s,10-Sep-89,0.158,10.4,15.17,20.36,20.36,2.0,15.17,5.19,-9.98,9.62,10.48,9.63,9.82,6.59,19.27,,,"Heard, Floyd (USA) (1966)_FINAL - 1989 IAAF World Cup (Barcelona, ESP)"
"Heard, Floyd (USA) (1966)","FINAL - 1987 IAAF World Championships (Rome, ITA)",3 / 6,-0.4 m/s,03-Sep-87,,10.66,20.25,20.25,36.0,36.0,20.25,15.75,-4.5,9.38,10.43,9.88,90.0,4.94,6.35,90.0,,"Heard, Floyd (USA) (1966)_FINAL - 1987 IAAF World Championships (Rome, ITA)_90"
"Hedvičák, Jaroslav (CZE) (1990)","FINAL - 2013 Czech Republic National Championships (Tábor, CZE)",1 / 8,-0.9 m/s,16-Jun-13,0.165,6.22,11.22,16.52,22.16,22.16,11.22,10.94,-0.28,8.04,10.0,9.43,8.87,8.91,9.14,,,"Hedvičák, Jaroslav (CZE) (1990)_FINAL - 2013 Czech Republic National Championships (Tábor, CZE)"
"Hedvičák, Jaroslav (CZE) (1990)","Heat 2 - 2013 Czech Republic National Championships (Tábor, CZE)",3 / 3,0.8 m/s,16-Jun-13,0.171,6.21,11.14,16.4,21.96,21.96,11.14,10.82,-0.32,8.05,10.14,9.51,8.99,8.98,9.24,,,"Hedvičák, Jaroslav (CZE) (1990)_Heat 2 - 2013 Czech Republic National Championships (Tábor, CZE)"
"Henderson, Kevin (USA) (1965)","Semi-Final 2 - 1996 USA Olympic Trials (Atlanta, GA)",1 / 8,-0.3 m/s,23-Jun-96,,10.7,15.52,20.81,20.81,18.0,15.52,5.29,-10.23,9.35,10.37,9.45,9.61,6.44,18.9,,,"Henderson, Kevin (USA) (1965)_Semi-Final 2 - 1996 USA Olympic Trials (Atlanta, GA)"
"Henderson, Kevin (USA) (1965)","Quarter-Final 1 - 1996 USA Olympic Trials (Atlanta, GA)",/ 4,2.4 m/s,22-Jun-96,,10.4,20.48,20.48,4.0,4.0,20.48,-16.48,-36.96,9.62,9.92,9.77,9.62,4.88,,,,"Henderson, Kevin (USA) (1965)_Quarter-Final 1 - 1996 USA Olympic Trials (Atlanta, GA)"
"Henderson, Kevin (USA) (1965)","Heat 1 - 1996 USA Olympic Trials (Atlanta, GA)",/ 4,1.1 m/s,21-Jun-96,,10.42,20.47,20.47,4.0,4.0,20.47,-16.47,-36.94,9.6,9.95,9.77,9.6,4.89,,,,"Henderson, Kevin (USA) (1965)_Heat 1 - 1996 USA Olympic Trials (Atlanta, GA)"
"Heriot, William (Blake) (USA) (1991)","FINAL - 2008 USATF National Junior Championships (Columbus, OH)",1 / 8,-2.2 m/s,22-Jun-08,,11.06,16.36,22.29,22.29,18.0,16.36,5.93,-10.43,9.04,9.43,8.43,8.97,6.11,16.86,,,"Heriot, William (Blake) (USA) (1991)_FINAL - 2008 USATF National Junior Championships (Columbus, OH)"
"Hering, Robert (GER) (1990)","Semi-Final 1 - 2009 IAAF World Championships (Berlin, GER)",7 / 5,0.0 m/s,19-Aug-09,0.157,5.94,10.56,15.39,20.52,20.52,10.56,9.96,-0.6,8.42,10.82,10.35,9.75,9.47,10.04,92.0,,"Hering, Robert (GER) (1990)_Semi-Final 1 - 2009 IAAF World Championships (Berlin, GER)_92"
"Hering, Robert (GER) (1990)","Quarter-Final 4 - 2009 IAAF World Championships (Berlin, GER)",3 / 3,-0.6 m/s,18-Aug-09,0.142,5.94,10.6,15.46,20.58,20.58,10.6,9.98,-0.62,8.42,10.73,10.29,9.77,9.43,10.02,,,"Hering, Robert (GER) (1990)_Quarter-Final 4 - 2009 IAAF World Championships (Berlin, GER)"
"Hering, Robert (GER) (1990)","Heat 9 - 2009 IAAF World Championships (Berlin, GER)",6 / 1,-0.7 m/s,18-Aug-09,0.151,5.91,10.53,15.44,20.64,20.64,10.53,10.11,-0.42,8.46,10.82,10.18,9.62,9.5,9.89,,,"Hering, Robert (GER) (1990)_Heat 9 - 2009 IAAF World Championships (Berlin, GER)"
"Hession, Paul (IRL) (1983)","FINAL - 2012 Windsprint (Sundsvall, SWE)",/ 3,1.5 m/s,17-Jun-12,,10.8,20.87,20.87,3.0,3.0,20.87,-17.87,-38.74,9.26,4.79,9.58,9.26,4.79,,,(2012) - www.elitlandslag.se/SprintHäck/KortSprint.aspx,"Hession, Paul (IRL) (1983)_FINAL - 2012 Windsprint (Sundsvall, SWE)"
"Hession, Paul (IRL) (1983)","FINAL - 2010 Great CityGames (Manchester, GBR) (200m straightaway)",4 / 3,-0.4 m/s,16-May-10,,10.46,15.29,20.66,20.66,43.0,15.29,5.37,-9.92,9.56,10.35,9.31,9.68,6.54,18.62,,Jalava (2010) - www.tilastopaja.org,"Hession, Paul (IRL) (1983)_FINAL - 2010 Great CityGames (Manchester, GBR) (200m straightaway)"
"Hession, Paul (IRL) (1983)","Semi-Final 2 - 2009 IAAF World Championships (Berlin, GER)",8 / 6,0.3 m/s,19-Aug-09,0.166,5.93,10.55,15.35,20.48,20.48,10.55,9.93,-0.62,8.43,10.82,10.42,9.75,9.48,10.07,,Jalava (2010) - www.tilastopaja.org,"Hession, Paul (IRL) (1983)_Semi-Final 2 - 2009 IAAF World Championships (Berlin, GER)"
"Hession, Paul (IRL) (1983)","Quarter-Final 3 - 2009 IAAF World Championships (Berlin, GER)",6 / 3,-0.3 m/s,18-Aug-09,0.154,5.89,10.48,15.33,20.48,20.48,10.48,10.0,-0.48,8.49,10.89,10.31,9.71,9.54,10.0,,Jalava (2010) - www.tilastopaja.org,"Hession, Paul (IRL) (1983)_Quarter-Final 3 - 2009 IAAF World Championships (Berlin, GER)"
"Hession, Paul (IRL) (1983)","Heat 3 - 2009 IAAF World Championships (Berlin, GER)",6 / 2,0.1 m/s,18-Aug-09,0.144,6.04,10.73,15.55,20.66,20.66,10.73,9.93,-0.8,8.28,10.66,10.37,9.78,9.32,10.07,,Jalava (2010) - www.tilastopaja.org,"Hession, Paul (IRL) (1983)_Heat 3 - 2009 IAAF World Championships (Berlin, GER)"
"Hession, Paul (IRL) (1983)","FINAL - 2008 IAAF World Athletic Final (Stuttgart, GER)",8 / 2,-0.1 m/s,14-Sep-08,0.16,6.01,10.61,15.45,20.58,20.58,10.61,9.97,-0.64,8.32,10.87,10.33,9.75,9.43,10.03,,Graubner (2009) - http://www.fgs.uni-halle.de,"Hession, Paul (IRL) (1983)_FINAL - 2008 IAAF World Athletic Final (Stuttgart, GER)"
"Hession, Paul (IRL) (1983)","FINAL - 2007 IAAF World Athletic Final (Stuttgart, GER)",1 / 8,1.3 m/s,23-Sep-07,0.145,5.99,10.61,15.47,20.58,20.58,10.61,9.97,-0.64,8.35,10.82,10.29,9.78,9.43,10.03,,Graubner (2007) - http://www.fgs.uni-halle.de,"Hession, Paul (IRL) (1983)_FINAL - 2007 IAAF World Athletic Final (Stuttgart, GER)"
"Hession, Paul (IRL) (1983)","Semi-Final 2 - 2007 IAAF World Championships (Osaka, JPN)",4 / 6,-0.4 m/s,29-Aug-07,0.154,5.87,10.43,15.26,20.5,20.5,10.43,10.07,-0.36,8.52,10.96,10.35,9.54,9.59,9.93,96.0,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Hession, Paul (IRL) (1983)_Semi-Final 2 - 2007 IAAF World Championships (Osaka, JPN)_96"
"Hession, Paul (IRL) (1983)","Quarter-Final 4 - 2007 IAAF World Championships (Osaka, JPN)",5 / 1,0.6 m/s,28-Aug-07,0.154,5.91,10.47,15.28,20.5,20.5,10.47,10.03,-0.44,8.46,10.96,10.4,9.58,9.55,9.97,96.0,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Hession, Paul (IRL) (1983)_Quarter-Final 4 - 2007 IAAF World Championships (Osaka, JPN)_96"
"Hester, Tevin (USA) (1994)","FINAL - 2016 NCAA Championships (Eugene, OR)",/ 6,0.1 m/s,10-Jun-16,,10.5,20.7,20.68,6.0,6.0,20.7,-14.7,-35.4,9.52,9.8,9.67,9.52,4.83,,,,"Hester, Tevin (USA) (1994)_FINAL - 2016 NCAA Championships (Eugene, OR)"
"Hicklin, Brandon (USA) (1999)","Short Sprints - 2025 Grand Slam Track Miami (Miramar, FL)",1 / 5,0.2 m/s,04-May-25,0.2,5.85,10.53,15.27,20.4,20.4,10.53,9.87,-0.66,8.55,10.68,10.55,9.75,9.5,10.13,86.0,USATF and Karmarush (2024) - USA Olympic trials results and race analysis,"Hicklin, Brandon (USA) (1999)_Short Sprints - 2025 Grand Slam Track Miami (Miramar, FL)_86"
"Hicklin, Brandon (USA) (1999)","Semi-Final 1 - 2024 USA Olympic Trials (Eugene, OR)",9 / 3,0.3 m/s,28-Jun-24,,5.92,10.74,15.48,20.46,20.46,10.74,9.72,-1.02,8.45,10.37,10.55,10.04,9.31,10.29,,USATF and Karmarush (2024) - USA Olympic trials results and race analysis,"Hicklin, Brandon (USA) (1999)_Semi-Final 1 - 2024 USA Olympic Trials (Eugene, OR)"
"Hicklin, Brandon (USA) (1999)","Heat 2 - 2024 USA Olympic Trials (Eugene, OR)",9 / 5,0.0 m/s,27-Jun-24,,5.97,10.77,15.51,20.53,20.53,10.77,9.76,-1.01,8.38,10.42,10.55,9.96,9.29,10.25,82.0,USATF and Karmarush (2024) - USA Olympic trials results and race analysis,"Hicklin, Brandon (USA) (1999)_Heat 2 - 2024 USA Olympic Trials (Eugene, OR)_82"
"Hideshima, Rai (JPN) (2001)","FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)",4 / 5,2.1 m/s,07-Aug-19,,6.0,10.83,15.79,21.13,21.13,10.83,10.3,-0.53,8.33,10.35,10.08,9.36,9.23,9.71,,Takahashi (2021) - race analysis of domestic 200m & U16 150m in olympic season,"Hideshima, Rai (JPN) (2001)_FINAL - 2019 Japanese National High School Championships (Okinawa, JPN)"
"Hideshima, Rai (JPN) (2001)","FINAL - 2021 Ready Steady Tokyo (Tokyo, JPN)",1 / 3,1.4 m/s,09-May-21,0.152,5.97,10.77,15.56,20.6,20.6,10.77,9.83,-0.94,8.38,10.42,10.44,9.92,9.29,10.17,92.0,Takahashi (2021) - race analysis of domestic 200m & U16 150m in olympic season,"Hideshima, Rai (JPN) (2001)_FINAL - 2021 Ready Steady Tokyo (Tokyo, JPN)_92"
"Higuchi, Kazuma (JPN) (1999)","FINAL - 2021 Ready Steady Tokyo (Tokyo, JPN)",7 / 7,1.4 m/s,09-May-21,0.162,5.95,10.67,15.61,20.88,20.88,10.67,10.21,-0.46,8.4,10.59,10.12,9.49,9.37,9.79,,Takahashi (2021) - race analysis of domestic 200m & U16 150m in olympic season,"Higuchi, Kazuma (JPN) (1999)_FINAL - 2021 Ready Steady Tokyo (Tokyo, JPN)"
"Higuchi, Kazuma (JPN) (1999)","FINAL - 2020 Japanese National Championships (Niigata, JPN)",7 / 5,-0.5 m/s,03-Oct-20,0.137,5.93,10.68,15.66,20.98,20.98,10.68,10.3,-0.38,8.43,10.53,10.04,9.4,9.36,9.71,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Higuchi, Kazuma (JPN) (1999)_FINAL - 2020 Japanese National Championships (Niigata, JPN)"
"Higuchi, Kazuma (JPN) (1999)","FINAL - 2015 Japanese National High School Championships (Wakayama, JPN)",9 / 4,-1.5 m/s,01-Aug-15,,6.04,11.09,16.1,21.41,21.41,11.09,10.32,-0.77,8.28,9.9,9.98,9.42,9.02,9.69,,Takahasi (2020) - 200m race analysis of top japanese sprinters in 2020,"Higuchi, Kazuma (JPN) (1999)_FINAL - 2015 Japanese National High School Championships (Wakayama, JPN)"
"Hilmersson, Jonas (SWE) (1988)","F FINAL - 2007 Windsprint (Sundsvall, SWE)",3 / 3,0.5 m/s,24-Jul-07,,12.08,17.5,23.38,23.38,33.0,17.5,5.88,-11.62,8.28,9.23,8.5,8.55,5.71,17.01,,(2007) - www.ssg.se/en/Windsprint/Split-times/,"Hilmersson, Jonas (SWE) (1988)_F FINAL - 2007 Windsprint (Sundsvall, SWE)"
"Hilmersson, Jonas (SWE) (1988)","FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)",2 / 6,2.9 m/s,05-Aug-23,0.174,5.95,10.94,15.93,21.19,21.19,10.94,10.25,-0.69,8.4,10.02,10.02,9.51,9.14,9.76,,(2007) - www.ssg.se/en/Windsprint/Split-times/,"Hilmersson, Jonas (SWE) (1988)_FINAL - 2023 Japanese National High School Championsips (Sapporo, JPN)"
"Hilmersson, Jonas (SWE) (1988)","FINAL - 2018 Shimane High School Championships (Izumo, JPN)",1 / 8,0.8 m/s,27-May-18,,11.61,22.97,22.97,18.0,18.0,22.97,-4.97,-27.94,8.61,8.8,8.71,8.61,4.35,,,Shimizu (2018) - shimane high school championships 2018 - biomechanics data analysis,"Hilmersson, Jonas (SWE) (1988)_FINAL - 2018 Shimane High School Championships (Izumo, JPN)"
"Hilmersson, Jonas (SWE) (1988)","FINAL - 2019 Shimane High School Championships (Izumo, JPN)",5 / 6,0.8 m/s,26-May-19,,11.69,17.12,22.89,22.89,56.0,17.12,5.77,-11.35,8.55,9.21,8.67,8.74,5.84,17.33,,Shimizu (2019) - shimane high school championships 2019 - biomechanics data analysis,"Hilmersson, Jonas (SWE) (1988)_FINAL - 2019 Shimane High School Championships (Izumo, JPN)"
"Hilmersson, Jonas (SWE) (1988)","B FINAL - 2020 Shimane High School Championships (Izumo, JPN)",7 / 2,2.4 m/s,12-Jul-20,,11.63,17.13,22.9,22.9,72.0,17.13,5.77,-11.36,8.6,9.09,8.67,8.73,5.84,17.33,,Shimizu (2020) - shimane high school championships 2020 - biomechanics data analysis,"Hilmersson, Jonas (SWE) (1988)_B FINAL - 2020 Shimane High School Championships (Izumo, JPN)"
"Hiyoshi, Katsumi (JPN) (1995)","FINAL - 2012 Japanese National High School Championships (Niigata, JPN)",8 / 4,-0.5 m/s,01-Aug-12,,5.99,10.75,15.76,21.25,21.25,10.75,10.5,-0.25,8.35,10.5,9.98,9.11,9.3,9.52,,,"Hiyoshi, Katsumi (JPN) (1995)_FINAL - 2012 Japanese National High School Championships (Niigata, JPN)"
"Hiyoshi, Katsumi (JPN) (1995)","FINAL - 2021 Japanese U16 National Championships (Matsuyama, JPN) (150m)",6 / 2,-0.9 m/s,23-Oct-21,,6.2,11.08,16.29,16.29,62.0,11.08,5.21,-5.87,8.06,10.25,9.6,12.28,9.03,19.19,,,"Hiyoshi, Katsumi (JPN) (1995)_FINAL - 2021 Japanese U16 National Championships (Matsuyama, JPN) (150m)"
"Hongisto, Visa (FIN) (1987)","FINAL - 2008 Windsprint (Sundsvall, SWE)",6 / 2,2.5 m/s,06-Jul-08,,10.79,15.75,20.97,20.97,62.0,15.75,5.22,-10.53,9.27,10.08,9.58,9.54,6.35,19.16,,(2008) - www.ssg.se/en/Windsprint/Split-times/,"Hongisto, Visa (FIN) (1987)_FINAL - 2008 Windsprint (Sundsvall, SWE)"
"Hongisto, Visa (FIN) (1987)","Quarter-Final 2 - 2007 IAAF World Championships (Osaka, JPN)",3 / 5,-0.3 m/s,28-Aug-07,0.125,5.9,10.55,15.49,20.78,20.78,10.55,10.23,-0.32,8.47,10.75,10.12,9.45,9.48,9.78,88.0,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Hongisto, Visa (FIN) (1987)_Quarter-Final 2 - 2007 IAAF World Championships (Osaka, JPN)_88"
"Hoogmoed, Guus (NED) (1981)","Quarter-Final 3 - 2007 IAAF World Championships (Osaka, JPN)",9 / 8,0.9 m/s,28-Aug-07,0.177,5.91,10.63,15.64,21.32,21.32,10.63,10.69,0.06,8.46,10.59,9.98,8.8,9.41,9.35,,Tsuchie (2010) - run speed of the men's 200m at the 2007 Osaka World Champs,"Hoogmoed, Guus (NED) (1981)_Quarter-Final 3 - 2007 IAAF World Championships (Osaka, JPN)"
"Honma, Keisuke (JPN) (1993)","FINAL - 2009 Japanese National High School Championships (Nara, JPN)",4 / 3,1.6 m/s,01-Aug-09,,6.11,10.9,15.91,21.16,21.16,10.9,10.26,-0.64,8.18,10.44,9.98,9.52,9.17,9.75,,,"Honma, Keisuke (JPN) (1993)_FINAL - 2009 Japanese National High School Championships (Nara, JPN)"
"Horie, Shintaro (JPN) (1990)","FINAL - 2011 Shizuoka International Athletics Meeting (Fukuroi, JPN)",/ 6,0.5 m/s,03-May-11,,6.07,10.82,15.74,20.94,20.96,10.82,10.12,-0.7,8.24,10.53,10.16,9.62,9.24,9.88,,,"Horie, Shintaro (JPN) (1990)_FINAL - 2011 Shizuoka International Athletics Meeting (Fukuroi, JPN)"
"Hortelano, Bruno (ESP) (1991)","FINAL - 2020 Bauhaus Galan (Stockholm, SWE)",7 / --,3.0 m/s,23-Aug-20,0.117,,,,,,,,,8.47,9.09,37.0,8.77,,,37.0,Omega Timing (2020) - diamond league race analysis,"Hortelano, Bruno (ESP) (1991)_FINAL - 2020 Bauhaus Galan (Stockholm, SWE)_37"
"Hortelano, Bruno (ESP) (1991)","FINAL - 2025 Shimane High School Championships (Izumo, JPN)",4 / 5,1.2 m/s,01-Jun-25,,11.48,16.83,22.39,22.39,45.0,16.83,5.56,-11.27,8.71,9.35,8.99,8.93,5.94,17.99,,Shimizu (2025) - shimane high school championships 2025 - biomechanics data analysis,"Hortelano, Bruno (ESP) (1991)_FINAL - 2025 Shimane High School Championships (Izumo, JPN)"
"Hortelano, Bruno (ESP) (1991)","FINAL - 2024 Shimane High School Championships (Izumo, JPN)",2 / 8,1.1 m/s,26-May-24,,11.52,16.97,22.68,22.68,28.0,16.97,5.71,-11.26,8.68,9.17,8.76,8.82,5.89,17.51,,Shimizu (2024) - shimane high school championships 2024 - biomechanics data analysis,"Hortelano, Bruno (ESP) (1991)_FINAL - 2024 Shimane High School Championships (Izumo, JPN)"
"Hotta, Shunto (JPN) (2001)","FINAL - 2018 Japanese National Youth (U18) Championships (Nagano, JPN)",2 / 7,0.1 m/s,21-Oct-18,0.155,6.17,11.13,16.41,21.82,21.82,11.13,10.69,-0.44,8.1,10.08,9.47,9.24,8.98,9.35,95.0,,"Hotta, Shunto (JPN) (2001)_FINAL - 2018 Japanese National Youth (U18) Championships (Nagano, JPN)_95"
"Howell, Renard (JAM) (1995)","FINAL - 2016 NCAA Championships (Eugene, OR)",/ 4,0.1 m/s,10-Jun-16,,10.6,20.6,20.55,4.0,4.0,20.6,-16.6,-37.2,9.43,10.0,9.73,9.43,4.85,,,,"Howell, Renard (JAM) (1995)_FINAL - 2016 NCAA Championships (Eugene, OR)"
"Hudson, Andrew (JAM) (1996)","Repechage 4 - 2024 Olympic Games (Paris, FRA)",7 / 2,0.3 m/s,06-Aug-24,0.134,5.78,10.35,15.23,20.55,20.55,10.35,10.2,-0.15,8.65,10.94,10.25,9.4,9.66,9.8,,,"Hudson, Andrew (JAM) (1996)_Repechage 4 - 2024 Olympic Games (Paris, FRA)"
"Hudson, Andrew (JAM) (1996)","Heat 2 - 2024 Olympic Games (Paris, FRA)",7 / 4,-0.1 m/s,05-Aug-24,0.142,5.75,10.33,15.16,20.53,20.53,10.33,10.2,-0.13,8.7,10.92,10.35,9.31,9.68,9.8,,Omega Timing (2024) - diamond league race analysis,"Hudson, Andrew (JAM) (1996)_Heat 2 - 2024 Olympic Games (Paris, FRA)"
"Hudson, Andrew (JAM) (1996)","FINAL - 2024 Herculis Meeting International d'Athlétisme (Monaco, MON)",8 / 4,0.6 m/s,12-Jul-24,0.143,5.81,10.36,15.15,20.43,20.43,10.36,10.07,-0.29,8.61,10.99,10.44,9.47,9.65,9.93,,Omega Timing (2024) - diamond league race analysis,"Hudson, Andrew (JAM) (1996)_FINAL - 2024 Herculis Meeting International d'Athlétisme (Monaco, MON)"
"Hudson, Andrew (JAM) (1996)","FINAL - 2024 Seashore Doha Meeting (Doha, QAT)",8 / 7,1.7 m/s,10-May-24,0.138,5.87,10.59,15.39,20.53,20.53,10.59,9.94,-0.65,8.52,10.59,10.42,9.73,9.44,10.06,,Omega Timing (2024) - diamond league race analysis,"Hudson, Andrew (JAM) (1996)_FINAL - 2024 Seashore Doha Meeting (Doha, QAT)"
"Hudson, Andrew (JAM) (1996)","FINAL - 2023 World Athletics Championships (Budapest, HUN)",1 / 8,-0.2 m/s,25-Aug-23,0.147,10.46,20.4,20.4,18.0,18.0,20.4,-2.4,-22.8,9.56,10.06,9.8,85.5,4.9,,,Seiko Timing (2023) - world championship race analysis,"Hudson, Andrew (JAM) (1996)_FINAL - 2023 World Athletics Championships (Budapest, HUN)"
"Hudson, Andrew (JAM) (1996)","Semi-Final 1 - 2023 World Athletics Championships (Budapest, HUN)",9 / 5,-0.1 m/s,24-Aug-23,0.138,10.48,20.38,20.38,95.0,95.0,20.38,74.62,54.24,9.54,10.1,9.81,185.0,4.91,1.34,,Seiko Timing (2023) - world championship race analysis,"Hudson, Andrew (JAM) (1996)_Semi-Final 1 - 2023 World Athletics Championships (Budapest, HUN)"
"Hudson, Andrew (JAM) (1996)","Heat 2 - 2023 World Athletics Championships (Budapest, HUN)",4 / 2,-0.1 m/s,23-Aug-23,0.141,10.55,20.25,20.25,42.0,42.0,20.25,21.75,1.5,9.48,10.31,9.88,83.5,4.94,4.6,,Seiko Timing (2023) - world championship race analysis,"Hudson, Andrew (JAM) (1996)_Heat 2 - 2023 World Athletics Championships (Budapest, HUN)"
"Hudson, Andrew (JAM) (1996)","FINAL - 2022 Athletissima (Lausanne, SUI)",2 / 5,1.3 m/s,26-Aug-22,0.135,5.78,10.31,15.04,20.09,20.09,10.31,9.78,-0.53,8.65,11.04,10.57,9.9,9.7,10.22,87.0,Omega Timing (2022) - diamond league race analysis,"Hudson, Andrew (JAM) (1996)_FINAL - 2022 Athletissima (Lausanne, SUI)_87"
"Hudson, Andrew (JAM) (1996)","FINAL - 2019 NCAA Championships (Austin, TX)",/ 7,0.8 m/s,07-Jun-19,,10.5,20.3,20.25,7.0,7.0,20.3,-13.3,-33.6,9.52,10.2,9.88,9.52,4.93,,,Omega Timing (2022) - diamond league race analysis,"Hudson, Andrew (JAM) (1996)_FINAL - 2019 NCAA Championships (Austin, TX)"
"Hudson-Smith, Matthew (GBR) (1994)","Long Sprints - 2025 Grand Slam Track Philadelphia (Philadelphia, PA)",8 / 5,0.8 m/s,01-Jun-25,0.184,6.07,10.84,15.7,20.7,20.7,10.84,9.86,-0.98,8.24,10.48,10.29,10.0,9.23,10.14,,,"Hudson-Smith, Matthew (GBR) (1994)_Long Sprints - 2025 Grand Slam Track Philadelphia (Philadelphia, PA)"
"Hudson-Smith, Matthew (GBR) (1994)","Long Sprints - 2025 Grand Slam Track Miami (Miramar, FL)",4 / 7,2.4 m/s,02-May-25,0.17,6.13,10.84,15.62,20.64,20.64,10.84,9.8,-1.04,8.16,10.62,10.46,9.96,9.23,10.2,82.0,,"Hudson-Smith, Matthew (GBR) (1994)_Long Sprints - 2025 Grand Slam Track Miami (Miramar, FL)_82"
"Hudson-Smith, Matthew (GBR) (1994)","Long Sprints - 2025 Grand Slam Track Kingston (Kingston, JAM)",6 / 1,-3.3 m/s,05-Apr-25,0.2,6.12,10.8,15.72,20.77,20.77,10.8,9.97,-0.83,8.17,10.68,10.16,9.9,9.26,10.03,,,"Hudson-Smith, Matthew (GBR) (1994)_Long Sprints - 2025 Grand Slam Track Kingston (Kingston, JAM)"
"Hughes, Zharnel (GBR) (1995)","Short Sprints - 2025 Grand Slam Track Philadelphia (Philadelphia, PA)",6 / 2,0.0 m/s,31-May-25,0.14,5.86,10.48,15.32,20.5,20.5,10.48,10.02,-0.46,8.53,10.82,10.33,9.65,9.54,9.98,,,"Hughes, Zharnel (GBR) (1995)_Short Sprints - 2025 Grand Slam Track Philadelphia (Philadelphia, PA)"
"Hughes, Zharnel (GBR) (1995)","Short Sprints - 2025 Grand Slam Track Miami (Miramar, FL)",5 / 3,0.2 m/s,04-May-25,0.18,5.83,10.42,15.07,20.13,20.13,10.42,9.71,-0.71,8.58,10.89,10.75,9.88,9.6,10.3,,,"Hughes, Zharnel (GBR) (1995)_Short Sprints - 2025 Grand Slam Track Miami (Miramar, FL)"
"Hughes, Zharnel (GBR) (1995)","Short Sprints - 2025 Grand Slam Track Kingston (Kingston, JAM)",5 / 2,0.2 m/s,05-Apr-25,0.16,6.0,10.52,15.28,20.37,20.37,10.52,9.85,-0.67,8.33,11.06,10.5,9.82,9.51,10.15,,,"Hughes, Zharnel (GBR) (1995)_Short Sprints - 2025 Grand Slam Track Kingston (Kingston, JAM)"
"Hughes, Zharnel (GBR) (1995)","FINAL - 2024 adidas Atlanta City Games (Atlanta, GA) (straightaway)",2 / 2,0.3 m/s,18-May-24,,5.78,10.06,14.66,14.66,22.0,10.06,4.6,-5.46,8.65,11.68,10.87,13.64,9.94,21.74,65.0,Omega Timing (2023) - diamond league race analysis,"Hughes, Zharnel (GBR) (1995)_FINAL - 2024 adidas Atlanta City Games (Atlanta, GA) (straightaway)_65"
"Hughes, Zharnel (GBR) (1995)","FINAL - 2023 Memorial van Damme (Brussels, BEL)",6 / 2,-0.1 m/s,08-Sep-23,0.125,5.78,10.22,14.82,19.82,19.82,10.22,9.6,-0.62,8.65,11.26,10.87,10.0,9.78,10.42,87.0,Omega Timing (2023) - diamond league race analysis,"Hughes, Zharnel (GBR) (1995)_FINAL - 2023 Memorial van Damme (Brussels, BEL)_87"
"Hughes, Zharnel (GBR) (1995)","FINAL - 2023 Weltklasse (Zürich, SUI)",5 / 3,-0.5 m/s,31-Aug-23,0.151,5.81,10.26,14.91,19.94,19.94,10.26,9.68,-0.58,8.61,11.24,10.75,9.94,9.75,10.33,,Omega Timing (2023) - diamond league race analysis,"Hughes, Zharnel (GBR) (1995)_FINAL - 2023 Weltklasse (Zürich, SUI)"
"Hughes, Zharnel (GBR) (1995)","FINAL - 2023 World Athletics Championships (Budapest, HUN)",4 / 4,-0.2 m/s,25-Aug-23,0.142,10.39,20.02,20.02,44.0,44.0,20.02,23.98,3.96,9.62,10.38,9.99,87.0,5.0,4.17,87.0,Seiko Timing (2023) - world championship race analysis,"Hughes, Zharnel (GBR) (1995)_FINAL - 2023 World Athletics Championships (Budapest, HUN)_87"
"Hughes, Zharnel (GBR) (1995)","Semi-Final 3 - 2023 World Athletics Championships (Budapest, HUN)",7 / 2,-0.4 m/s,24-Aug-23,0.151,10.48,20.02,20.02,72.0,72.0,20.02,51.98,31.96,9.54,10.48,9.99,187.0,5.0,1.92,,Seiko Timing (2023) - world championship race analysis,"Hughes, Zharnel (GBR) (1995)_Semi-Final 3 - 2023 World Athletics Championships (Budapest, HUN)"
"Hughes, Zharnel (GBR) (1995)","Heat 1 - 2023 World Athletics Championships (Budapest, HUN)",4 / 1,0.0 m/s,23-Aug-23,0.138,10.46,19.99,19.99,41.0,41.0,19.99,21.01,1.02,9.56,10.49,10.01,87.5,5.0,4.76,,Seiko Timing (2023) - world championship race analysis,"Hughes, Zharnel (GBR) (1995)_Heat 1 - 2023 World Athletics Championships (Budapest, HUN)"
